Time,HeartRate
00:04:59,103
00:05:00,103
00:05:01,103
00:05:02,103
00:05:03,103
00:05:04,103
00:05:05,103
00:05:06,103
00:05:07,103
00:05:08,103
00:05:08,103
00:05:10,104
00:05:11,104
00:05:11,104
00:05:13,104
00:05:14,104
00:05:15,103
00:05:16,102
00:05:17,101
00:05:18,100
00:05:19,100
00:05:20,100
00:05:20,100
00:05:22,100
00:05:23,101
00:05:23,102
00:05:25,102
00:05:25,102
00:05:26,101
00:05:28,101
00:05:28,101
00:05:30,101
00:05:31,101
00:05:31,102
00:05:33,103
00:05:34,103
00:05:34,103
00:05:35,103
00:05:37,103
00:05:37,103
00:05:39,104
00:05:40,104
00:05:41,104
00:05:43,103
00:05:43,103
00:05:44,103
00:05:45,103
00:05:46,103
00:05:47,103
00:05:48,103
00:05:49,104
00:05:50,104
00:05:51,104
00:05:52,104
00:05:53,104
00:05:54,103
00:05:55,102
00:05:56,102
00:05:56,102
00:05:58,102
00:05:59,102
00:06:00,102
00:06:01,103
00:06:02,103
00:06:03,103
00:06:04,103
00:06:05,104
00:06:05,104
00:06:07,104
00:06:08,103
00:06:08,103
00:06:10,103
00:06:11,102
00:06:11,101
00:06:13,100
00:06:13,100
00:06:15,100
00:06:16,100
00:06:16,101
00:06:18,102
00:06:19,102
00:06:19,102
00:06:20,103
00:06:22,103
00:06:22,103
00:06:23,101
00:06:25,99
00:06:25,98
00:06:26,97
00:06:28,97
00:06:29,97
00:06:31,98
00:06:31,98
00:06:32,99
00:06:33,100
00:06:34,101
00:06:35,102
00:06:36,102
00:06:37,102
00:06:38,102
00:06:39,100
00:06:40,99
00:06:41,98
00:06:42,97
00:06:43,97
00:06:44,98
00:06:45,98
00:06:46,99
00:06:47,99
00:06:48,100
00:06:49,100
00:06:50,100
00:06:50,100
00:06:52,100
00:06:53,100
00:06:53,100
00:06:55,101
00:06:56,101
00:06:56,102
00:06:58,102
00:06:59,101
00:07:00,101
00:07:01,100
00:07:02,100
00:07:03,99
00:07:04,99
00:07:05,99
00:07:05,98
00:07:07,98
00:07:08,98
00:07:08,98
00:07:10,98
00:07:10,99
00:07:11,99
00:07:13,99
00:07:14,100
00:07:15,100
00:07:16,100
00:07:16,99
00:07:18,99
00:07:19,99
00:07:20,100
00:07:21,100
00:07:22,100
00:07:23,101
00:07:24,101
00:07:25,101
00:07:26,99
00:07:27,99
00:07:28,98
00:07:30,98
00:07:30,98
00:07:31,99
00:07:32,99
00:07:33,99
00:07:34,99
00:07:35,99
00:07:36,100
00:07:37,100
00:07:38,100
00:07:38,100
00:07:40,100
00:07:41,100
00:07:41,100
00:07:43,99
00:07:44,99
00:07:45,98
00:07:46,98
00:07:47,98
00:07:48,98
00:07:49,99
00:07:50,100
00:07:50,100
00:07:52,100
00:07:53,100
00:07:53,100
00:07:55,100
00:07:56,99
00:07:56,99
00:07:58,99
00:07:58,99
00:08:00,99
00:08:01,100
00:08:01,100
00:08:03,101
00:08:04,103
00:08:04,103
00:08:05,104
00:08:07,103
00:08:08,102
00:08:09,100
00:08:10,98
00:08:11,97
00:08:12,96
00:08:13,96
00:08:14,96
00:08:15,96
00:08:16,96
00:08:17,97
00:08:18,98
00:08:19,98
00:08:20,99
00:08:20,101
00:08:22,101
00:08:23,102
00:08:24,102
00:08:25,102
00:08:26,101
00:08:26,99
00:08:28,98
00:08:29,96
00:08:30,96
00:08:31,95
00:08:32,95
00:08:33,95
00:08:34,96
00:08:35,96
00:08:35,96
00:08:37,97
00:08:38,98
00:08:39,99
00:08:40,100
00:08:41,101
00:08:41,102
00:08:43,102
00:08:44,102
00:08:45,102
00:08:46,101
00:08:46,101
00:08:48,100
00:08:49,99
00:08:49,99
00:08:51,98
00:08:52,98
00:08:52,98
00:08:53,98
00:08:55,97
00:08:56,97
00:08:57,97
00:08:58,97
00:08:59,97
00:09:00,97
00:09:01,96
00:09:02,96
00:09:03,96
00:09:04,96
00:09:05,96
00:09:06,96
00:09:07,97
00:09:08,97
00:09:09,97
00:09:10,97
00:09:11,97
00:09:12,98
00:09:13,98
00:09:14,98
00:09:15,98
00:09:16,98
00:09:17,99
00:09:18,99
00:09:19,99
00:09:20,98
00:09:20,98
00:09:22,98
00:09:23,98
00:09:23,98
00:09:25,98
00:09:26,98
00:09:26,98
00:09:28,99
00:09:29,99
00:09:30,99
00:09:31,99
00:09:32,99
00:09:33,100
00:09:34,101
00:09:34,102
00:09:35,103
00:09:37,104
00:09:38,104
00:09:38,104
00:09:40,103
00:09:40,103
00:09:41,103
00:09:43,99
00:09:43,97
00:09:45,96
00:09:46,96
00:09:47,97
00:09:48,98
00:09:49,99
00:09:50,100
00:09:51,100
00:09:52,101
00:09:53,101
00:09:54,101
00:09:55,101
00:09:56,101
00:09:57,100
00:09:58,100
00:09:59,100
00:10:00,100
00:10:01,101
00:10:02,102
00:10:03,102
00:10:04,103
00:10:05,104
00:10:05,105
00:10:07,105
00:10:08,104
00:10:08,104
00:10:10,102
00:10:11,100
00:10:11,98
00:10:13,98
00:10:14,98
00:10:15,99
00:10:16,99
00:10:17,100
00:10:18,100
00:10:19,100
00:10:20,100
00:10:20,101
00:10:22,101
00:10:22,101
00:10:23,100
00:10:25,99
00:10:26,99
00:10:26,99
00:10:28,99
00:10:28,99
00:10:30,99
00:10:31,99
00:10:31,98
00:10:33,98
00:10:34,98
00:10:35,98
00:10:36,98
00:10:37,99
00:10:38,100
00:10:39,100
00:10:40,100
00:10:41,99
00:10:42,98
00:10:43,97
00:10:44,96
00:10:45,95
00:10:46,96
00:10:47,96
00:10:48,96
00:10:49,97
00:10:50,97
00:10:50,97
00:10:52,97
00:10:53,96
00:10:53,97
00:10:55,97
00:10:56,98
00:10:56,98
00:10:58,98
00:10:59,99
00:11:00,99
00:11:01,99
00:11:02,98
00:11:03,97
00:11:04,97
00:11:05,97
00:11:05,97
00:11:07,97
00:11:08,97
00:11:08,97
00:11:10,97
00:11:11,97
00:11:11,97
00:11:13,96
00:11:14,96
00:11:15,95
00:11:16,95
00:11:16,95
00:11:18,95
00:11:19,94
00:11:19,94
00:11:20,95
00:11:22,95
00:11:22,95
00:11:24,95
00:11:25,95
00:11:26,95
00:11:27,94
00:11:28,95
00:11:30,94
00:11:30,94
00:11:31,95
00:11:32,95
00:11:33,96
00:11:34,96
00:11:35,96
00:11:36,96
00:11:37,96
00:11:38,96
00:11:39,96
00:11:40,96
00:11:41,96
00:11:42,96
00:11:43,96
00:11:44,97
00:11:45,97
00:11:46,97
00:11:47,98
00:11:48,98
00:11:49,98
00:11:50,98
00:11:50,98
00:11:52,98
00:11:53,97
00:11:53,96
00:11:55,96
00:11:56,95
00:11:56,96
00:11:58,96
00:11:59,97
00:12:00,97
00:12:01,98
00:12:02,97
00:12:03,97
00:12:04,97
00:12:04,96
00:12:05,96
00:12:07,96
00:12:07,96
00:12:08,95
00:12:10,95
00:12:10,94
00:12:11,94
00:12:13,94
00:12:14,95
00:12:15,95
00:12:16,96
00:12:17,96
00:12:18,96
00:12:19,96
00:12:20,96
00:12:21,96
00:12:22,96
00:12:23,96
00:12:24,96
00:12:25,96
00:12:26,96
00:12:27,96
00:12:28,96
00:12:29,96
00:12:30,97
00:12:31,97
00:12:32,97
00:12:33,98
00:12:34,98
00:12:35,98
00:12:35,97
00:12:37,97
00:12:38,97
00:12:38,97
00:12:40,97
00:12:41,98
00:12:41,98
00:12:43,98
00:12:44,98
00:12:45,98
00:12:46,99
00:12:47,99
00:12:48,99
00:12:49,99
00:12:50,99
00:12:51,98
00:12:52,98
00:12:52,98
00:12:54,98
00:12:55,97
00:12:55,97
00:12:56,97
00:12:58,97
00:12:58,97
00:13:00,98
00:13:01,98
00:13:01,98
00:13:03,99
00:13:04,99
00:13:05,98
00:13:06,98
00:13:07,99
00:13:08,99
00:13:09,99
00:13:10,99
00:13:11,100
00:13:12,100
00:13:13,100
00:13:15,100
00:13:15,100
00:13:16,100
00:13:17,100
00:13:18,100
00:13:19,101
00:13:20,101
00:13:22,101
00:13:22,102
00:13:23,102
00:13:23,103
00:13:25,103
00:13:26,103
00:13:26,103
00:13:28,103
00:13:29,103
00:13:30,102
00:13:31,102
00:13:32,102
00:13:33,101
00:13:34,102
00:13:35,102
00:13:35,102
00:13:37,103
00:13:38,103
00:13:38,104
00:13:40,104
00:13:40,103
00:13:41,102
00:13:43,102
00:13:43,100
00:13:45,98
00:13:46,97
00:13:46,96
00:13:48,96
00:13:49,96
00:13:49,97
00:13:51,98
00:13:52,98
00:13:53,99
00:13:54,100
00:13:55,100
00:13:56,101
00:13:57,101
00:13:58,101
00:13:59,101
00:14:00,101
00:14:01,101
00:14:02,101
00:14:04,100
00:14:04,100
00:14:05,100
00:14:06,100
00:14:07,100
00:14:08,100
00:14:09,99
00:14:10,99
00:14:11,98
00:14:11,98
00:14:13,98
00:14:14,97
00:14:15,97
00:14:16,97
00:14:17,96
00:14:18,97
00:14:19,96
00:14:20,95
00:14:20,93
00:14:22,93
00:14:23,93
00:14:23,93
00:14:25,93
00:14:26,93
00:14:26,93
00:14:28,92
00:14:28,92
00:14:30,92
00:14:31,92
00:14:32,92
00:14:33,92
00:14:34,93
00:14:34,93
00:14:35,94
00:14:37,95
00:14:37,96
00:14:38,97
00:14:40,98
00:14:41,99
00:14:42,100
00:14:43,101
00:14:44,101
00:14:45,101
00:14:46,101
00:14:47,101
00:14:48,101
00:14:49,101
00:14:50,101
00:14:51,102
00:14:52,102
00:14:53,103
00:14:54,104
00:14:55,104
00:14:56,104
00:14:57,104
00:14:58,105
00:14:59,105
00:15:00,105
00:15:01,106
00:15:02,107
00:15:03,107
00:15:04,107
00:15:05,107
00:15:05,106
00:15:07,105
00:15:08,105
00:15:08,104
00:15:10,103
00:15:11,103
00:15:11,103
00:15:13,103
00:15:14,103
00:15:15,103
00:15:16,104
00:15:17,104
00:15:18,104
00:15:19,104
00:15:20,105
00:15:21,105
00:15:22,104
00:15:23,104
00:15:23,103
00:15:25,103
00:15:25,103
00:15:26,103
00:15:28,103
00:15:28,103
00:15:30,103
00:15:31,104
00:15:32,104
00:15:34,105
00:15:34,105
00:15:35,105
00:15:36,105
00:15:37,105
00:15:38,105
00:15:39,104
00:15:40,104
00:15:41,104
00:15:42,104
00:15:43,104
00:15:44,103
00:15:45,103
00:15:46,102
00:15:47,102
00:15:48,102
00:15:49,102
00:15:50,102
00:15:51,102
00:15:52,102
00:15:53,102
00:15:53,103
00:15:55,103
00:15:56,103
00:15:56,104
00:15:58,104
00:15:59,104
00:16:00,104
00:16:01,104
00:16:02,105
00:16:03,105
00:16:04,105
00:16:05,104
00:16:05,104
00:16:07,104
00:16:08,104
00:16:08,104
00:16:10,105
00:16:11,105
00:16:12,105
00:16:13,105
00:16:13,105
00:16:15,106
00:16:16,106
00:16:16,106
00:16:18,107
00:16:19,106
00:16:20,106
00:16:21,106
00:16:22,106
00:16:23,107
00:16:24,107
00:16:25,106
00:16:26,107
00:16:27,107
00:16:28,107
00:16:29,107
00:16:30,106
00:16:31,106
00:16:32,106
00:16:34,106
00:16:34,106
00:16:35,105
00:16:36,106
00:16:37,106
00:16:38,106
00:16:40,107
00:16:40,107
00:16:41,108
00:16:41,107
00:16:43,107
00:16:44,106
00:16:45,105
00:16:46,105
00:16:47,105
00:16:48,106
00:16:49,106
00:16:50,106
00:16:50,107
00:16:52,107
00:16:53,107
00:16:53,107
00:16:55,107
00:16:56,107
00:16:56,106
00:16:58,105
00:16:59,104
00:17:00,103
00:17:01,102
00:17:01,101
00:17:03,101
00:17:04,101
00:17:05,101
00:17:05,102
00:17:07,102
00:17:07,102
00:17:09,103
00:17:10,103
00:17:11,104
00:17:12,104
00:17:13,104
00:17:14,105
00:17:15,105
00:17:16,105
00:17:17,105
00:17:18,103
00:17:19,102
00:17:20,101
00:17:21,101
00:17:22,102
00:17:23,102
00:17:24,103
00:17:25,103
00:17:26,104
00:17:27,104
00:17:28,105
00:17:29,105
00:17:30,105
00:17:31,105
00:17:32,105
00:17:33,104
00:17:34,104
00:17:35,104
00:17:36,105
00:17:37,105
00:17:38,105
00:17:38,105
00:17:40,105
00:17:41,104
00:17:41,104
00:17:43,103
00:17:44,102
00:17:45,102
00:17:46,102
00:17:47,102
00:17:48,102
00:17:49,102
00:17:49,102
00:17:50,102
00:17:52,102
00:17:53,102
00:17:53,102
00:17:55,102
00:17:55,102
00:17:56,102
00:17:58,102
00:17:59,101
00:18:00,101
00:18:01,101
00:18:02,101
00:18:03,101
00:18:04,101
00:18:05,102
00:18:06,102
00:18:07,102
00:18:08,102
00:18:09,102
00:18:11,102
00:18:11,101
00:18:12,100
00:18:13,101
00:18:14,102
00:18:15,102
00:18:16,104
00:18:17,105
00:18:18,106
00:18:19,106
00:18:20,106
00:18:21,107
00:18:22,107
00:18:23,106
00:18:23,106
00:18:25,105
00:18:26,105
00:18:26,104
00:18:28,105
00:18:29,105
00:18:30,106
00:18:31,106
00:18:32,106
00:18:33,107
00:18:34,107
00:18:35,107
00:18:35,105
00:18:37,104
00:18:38,103
00:18:38,103
00:18:40,103
00:18:41,103
00:18:41,103
00:18:43,103
00:18:43,103
00:18:45,103
00:18:46,104
00:18:47,104
00:18:48,104
00:18:49,105
00:18:50,105
00:18:52,106
00:18:52,106
00:18:53,105
00:18:54,105
00:18:55,105
00:18:56,104
00:18:57,104
00:18:58,104
00:18:59,104
00:19:00,105
00:19:01,106
00:19:02,106
00:19:03,107
00:19:04,108
00:19:05,108
00:19:06,109
00:19:07,110
00:19:08,111
00:19:09,111
00:19:10,110
00:19:11,109
00:19:11,107
00:19:13,106
00:19:14,105
00:19:15,105
00:19:16,104
00:19:17,104
00:19:18,104
00:19:19,105
00:19:20,105
00:19:20,105
00:19:22,105
00:19:23,106
00:19:23,106
00:19:25,106
00:19:26,107
00:19:26,107
00:19:28,107
00:19:29,107
00:19:30,106
00:19:31,106
00:19:31,105
00:19:33,105
00:19:34,105
00:19:34,105
00:19:35,105
00:19:37,105
00:19:38,106
00:19:39,106
00:19:40,106
00:19:41,106
00:19:42,106
00:19:43,106
00:19:44,106
00:19:45,106
00:19:46,105
00:19:47,105
00:19:48,105
00:19:49,105
00:19:50,105
00:19:51,105
00:19:52,105
00:19:53,105
00:19:54,106
00:19:55,106
00:19:56,106
00:19:57,106
00:19:58,106
00:19:59,106
00:20:00,106
00:20:01,106
00:20:02,106
00:20:03,106
00:20:04,105
00:20:05,106
00:20:05,106
00:20:07,107
00:20:08,107
00:20:08,107
00:20:10,107
00:20:11,107
00:20:12,106
00:20:13,106
00:20:14,105
00:20:15,105
00:20:16,105
00:20:17,105
00:20:18,105
00:20:19,105
00:20:19,105
00:20:20,105
00:20:22,105
00:20:23,105
00:20:24,105
00:20:25,106
00:20:26,106
00:20:27,106
00:20:28,106
00:20:30,105
00:20:30,105
00:20:31,104
00:20:32,103
00:20:34,103
00:20:34,102
00:20:35,102
00:20:36,102
00:20:37,103
00:20:38,103
00:20:39,104
00:20:40,104
00:20:41,104
00:20:42,104
00:20:43,105
00:20:44,105
00:20:45,105
00:20:46,106
00:20:47,106
00:20:48,106
00:20:49,106
00:20:50,106
00:20:50,106
00:20:52,106
00:20:53,106
00:20:54,107
00:20:55,107
00:20:56,107
00:20:56,108
00:20:58,108
00:20:59,108
00:21:00,108
00:21:01,108
00:21:02,108
00:21:03,108
00:21:04,107
00:21:05,107
00:21:05,107
00:21:07,108
00:21:07,108
00:21:08,107
00:21:10,107
00:21:11,107
00:21:11,108
00:21:13,108
00:21:13,108
00:21:15,108
00:21:16,108
00:21:17,109
00:21:18,109
00:21:19,109
00:21:20,109
00:21:21,108
00:21:22,108
00:21:23,108
00:21:24,108
00:21:25,108
00:21:26,108
00:21:27,107
00:21:29,107
00:21:29,107
00:21:30,107
00:21:33,107
00:21:33,108
00:21:33,108
00:21:34,108
00:21:35,108
00:21:36,108
00:21:37,108
00:21:38,108
00:21:39,109
00:21:40,109
00:21:41,109
00:21:42,109
00:21:43,110
00:21:44,110
00:21:45,110
00:21:46,111
00:21:47,110
00:21:48,110
00:21:49,109
00:21:50,109
00:21:50,108
00:21:52,108
00:21:53,107
00:21:53,107
00:21:55,107
00:21:56,107
00:21:56,107
00:21:58,108
00:21:59,108
00:22:00,108
00:22:01,108
00:22:01,108
00:22:03,108
00:22:04,108
00:22:05,108
00:22:06,108
00:22:07,108
00:22:08,107
00:22:09,107
00:22:10,107
00:22:11,108
00:22:12,108
00:22:13,108
00:22:14,108
00:22:15,108
00:22:16,108
00:22:17,108
00:22:18,108
00:22:19,107
00:22:20,107
00:22:21,107
00:22:22,107
00:22:23,107
00:22:24,107
00:22:25,107
00:22:26,108
00:22:27,108
00:22:28,108
00:22:29,108
00:22:30,108
00:22:31,107
00:22:32,107
00:22:33,107
00:22:34,107
00:22:35,107
00:22:35,108
00:22:37,109
00:22:38,110
00:22:38,110
00:22:40,111
00:22:41,111
00:22:41,110
00:22:43,108
00:22:44,107
00:22:45,104
00:22:46,103
00:22:47,103
00:22:48,103
00:22:49,104
00:22:49,104
00:22:50,105
00:22:52,106
00:22:52,106
00:22:54,107
00:22:55,108
00:22:56,109
00:22:57,109
00:22:58,108
00:22:59,108
00:23:00,108
00:23:01,108
00:23:02,107
00:23:03,107
00:23:04,107
00:23:05,107
00:23:06,107
00:23:07,107
00:23:08,107
00:23:09,108
00:23:10,108
00:23:11,108
00:23:12,108
00:23:13,108
00:23:14,109
00:23:15,110
00:23:16,110
00:23:17,110
00:23:18,109
00:23:19,109
00:23:20,109
00:23:20,109
00:23:22,109
00:23:23,108
00:23:23,109
00:23:25,109
00:23:26,109
00:23:26,109
00:23:28,109
00:23:29,109
00:23:30,109
00:23:31,109
00:23:32,109
00:23:33,109
00:23:34,109
00:23:35,109
00:23:35,108
00:23:37,108
00:23:37,108
00:23:39,108
00:23:40,108
00:23:41,108
00:23:41,109
00:23:43,109
00:23:44,109
00:23:45,110
00:23:46,109
00:23:47,109
00:23:48,109
00:23:49,108
00:23:50,107
00:23:51,106
00:23:52,105
00:23:53,104
00:23:54,104
00:23:55,104
00:23:56,103
00:23:57,103
00:23:58,104
00:23:59,105
00:24:00,106
00:24:01,107
00:24:02,108
00:24:03,109
00:24:04,109
00:24:05,109
00:24:06,108
00:24:07,108
00:24:08,108
00:24:08,108
00:24:10,108
00:24:11,107
00:24:12,107
00:24:13,107
00:24:14,108
00:24:15,108
00:24:16,108
00:24:17,108
00:24:18,108
00:24:19,108
00:24:20,107
00:24:20,107
00:24:22,106
00:24:23,106
00:24:23,106
00:24:25,106
00:24:26,106
00:24:26,106
00:24:28,106
00:24:29,106
00:24:30,106
00:24:31,106
00:24:32,106
00:24:34,106
00:24:34,107
00:24:35,107
00:24:36,107
00:24:37,107
00:24:38,107
00:24:40,107
00:24:40,107
00:24:41,108
00:24:42,108
00:24:43,108
00:24:44,108
00:24:45,108
00:24:46,108
00:24:47,108
00:24:48,108
00:24:49,109
00:24:50,110
00:24:51,110
00:24:52,111
00:24:56,111
00:24:56,112
00:24:56,112
00:24:58,112
00:24:58,111
00:24:58,111
00:24:59,111
